metric,value
deaths_mean_baseline_heat,4.0850622406639
deaths_mean_heat_p95,4.260869565217392
delta_deaths_heat_p95_vs_baseline,0.17580732455349146
deaths_mean_no_calima,4.042857142857143
deaths_mean_intense_calima,4.233333333333333
delta_deaths_intense_vs_no_calima,0.1904761904761907
proxy_missing_n,0
proxy_missing_pct,0.0
temp_corr_col_used,tmax_c_mean
corr_deaths_vs_temp,-0.0436731702955451
anom_corr_col_used,tmax_anom_mean
corr_deaths_vs_anomaly,-0.0420939686076391
