missing,missing_pct
198,0.3793
198,0.3793
128,0.2452
128,0.2452
128,0.2452
128,0.2452
128,0.2452
118,0.2261
106,0.2031
52,0.0996
33,0.0632
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
19,0.0364
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
