missing,missing_pct
336,0.6424
198,0.3786
198,0.3786
129,0.2467
129,0.2467
129,0.2467
129,0.2467
129,0.2467
60,0.1147
52,0.0994
52,0.0994
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
19,0.0363
12,0.0229
7,0.0134
7,0.0134
7,0.0134
7,0.0134
7,0.0134
7,0.0134
7,0.0134
1,0.0019
1,0.0019
1,0.0019
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
