metric,value
deaths_mean_baseline_heat,135.44242424242424
deaths_mean_heat_p95,135.03703703703704
delta_deaths_heat_p95_vs_baseline,-0.40538720538719986
deaths_mean_no_calima,139.640350877193
deaths_mean_intense_calima,152.525
delta_deaths_intense_vs_no_calima,12.88464912280702
proxy_missing_n,0
proxy_missing_pct,0.0
temp_corr_col_used,tmax_c_mean
corr_deaths_vs_temp,-0.3726827995900188
anom_corr_col_used,tmax_anom_mean
corr_deaths_vs_anomaly,0.07579181061600979
