metric,value
deaths_mean_baseline_heat,15.935353535353535
deaths_mean_heat_p95,15.777777777777779
delta_deaths_heat_p95_vs_baseline,-0.15757575757575637
deaths_mean_no_calima,15.765395894428153
deaths_mean_intense_calima,17.926829268292682
delta_deaths_intense_vs_no_calima,2.1614333738645293
proxy_missing_n,0
proxy_missing_pct,0.0
temp_corr_col_used,tmax_c_mean
corr_deaths_vs_temp,-0.23435768156793732
anom_corr_col_used,tmax_anom_mean
corr_deaths_vs_anomaly,0.04473738216070768
