date,year,PM10,PM2.5,SO2,NO2,O3,station
2025-02-08,2025,62.59796142578125,13.21286869049072,,,,gomera
2025-02-09,2025,94.84284973144531,15.41620540618896,,,,gomera
2025-02-10,2025,78.84335327148438,16.00103187561035,,,,gomera
2025-02-11,2025,37.3060188293457,10.93159294128418,,,,gomera
2025-02-12,2025,9.803926467895508,5.928548336029053,,,,gomera
2025-02-13,2025,23.88980484008789,8.194721221923828,,,,gomera
2025-02-14,2025,35.96676635742188,9.99835205078125,,,,gomera
2025-02-15,2025,25.97342872619629,8.029587745666504,,,,gomera
2025-02-16,2025,10.13251686096191,6.684853553771973,,,,gomera
2025-02-17,2025,12.30088710784912,8.469619750976562,,,,gomera
2025-02-18,2025,13.32034587860107,7.999908447265625,,,,gomera
2025-02-19,2025,9.443216323852539,5.804775238037109,,,,gomera
2025-02-20,2025,11.32542610168457,7.149999618530273,,,,gomera
2025-02-21,2025,10.59286689758301,7.037154674530029,,,,gomera
2025-02-22,2025,9.873111724853516,6.532808303833008,,,,gomera
2025-02-23,2025,13.17319583892822,8.78087329864502,,,,gomera
2025-02-24,2025,12.53685855865479,8.426493644714355,,,,gomera
2025-02-25,2025,40.60166168212891,13.47264385223389,,,,gomera
2025-02-26,2025,56.39403915405273,13.76717376708984,,,,gomera
2025-02-27,2025,10.66000938415527,7.30124568939209,,,,gomera
2025-02-28,2025,11.39017391204834,6.845251560211182,,,,gomera
2025-03-01,2025,11.45066928863525,7.104038238525391,,,,gomera
2025-03-02,2025,14.05340194702148,9.374879837036133,,,,gomera
2025-03-03,2025,9.424336433410645,6.398117542266846,,,,gomera
2025-03-04,2025,11.45586776733398,7.159648895263672,,,,gomera
2025-03-05,2025,10.79394340515137,6.499309539794922,,,,gomera
2025-03-06,2025,11.07060432434082,6.835872173309326,,,,gomera
2025-03-07,2025,11.65114593505859,6.840160369873047,,,,gomera
2025-03-08,2025,15.08161449432373,9.118398666381836,,,,gomera
2025-03-09,2025,13.74336338043213,8.380687713623047,,,,gomera
2025-03-10,2025,13.80311298370361,8.713435173034668,,,,gomera
2025-03-11,2025,11.16712760925293,7.095504760742188,,,,gomera
2025-03-12,2025,11.28643798828125,6.781032562255859,,,,gomera
2025-03-13,2025,20.98919486999512,12.69789981842041,,,,gomera
2025-03-14,2025,12.47838115692139,7.269456386566162,,,,gomera
2025-03-15,2025,8.049674987792969,5.304649353027344,,,,gomera
2025-03-16,2025,11.01843547821045,7.106560707092285,,,,gomera
2025-03-17,2025,13.41649627685547,8.328598022460938,,,,gomera
2025-03-18,2025,16.51470756530762,10.46121025085449,,,,gomera
2025-03-19,2025,12.9684534072876,8.15286636352539,,,,gomera
2025-03-20,2025,14.50679206848145,8.79784107208252,,,,gomera
2025-03-21,2025,15.06933975219727,9.275033950805664,,,,gomera
2025-03-22,2025,15.45484447479248,9.858297348022461,,,,gomera
2025-03-23,2025,14.32188415527344,9.57673454284668,,,,gomera
2025-03-24,2025,15.49790000915527,10.10354137420654,,,,gomera
2025-03-25,2025,10.49215793609619,6.695788860321045,,,,gomera
2025-03-26,2025,11.22905158996582,6.948070526123047,,,,gomera
2025-03-27,2025,17.41791343688965,7.904653072357178,,,,gomera
2025-03-28,2025,38.66880035400391,13.26633358001709,,,,gomera
2025-03-29,2025,32.96763229370117,11.96519470214844,,,,gomera
2025-03-30,2025,8.817554473876953,5.114611148834229,,,,gomera
2025-03-31,2025,16.12103462219238,8.68237018585205,,,,gomera
2025-04-01,2025,51.49023818969727,16.13184547424316,,,,gomera
2025-04-02,2025,14.46241188049316,8.728395462036133,,,,gomera
2025-04-03,2025,12.99300956726074,7.7313232421875,,,,gomera
2025-04-04,2025,12.27374839782715,7.242505073547363,,,,gomera
2025-04-05,2025,15.13236427307129,9.400242805480957,,,,gomera
2025-04-06,2025,14.65372180938721,9.33547306060791,,,,gomera
